"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","extendedAddress","yearOpened","hoursOfOperation","mailingListUrl","yearClosed"
"tOsvyj","Arbor Brewing Company","Our love affair with beer began in 1991 with our first batch of homebrew. Eventually the brewing operation took over the kitchen and basement and we decided it was time to look for larger digs. So with the help of family and friends, we opened the ABC Brewpub a brewery and restaurant in Ann Arbor, Michigan in 1995.","http://www.arborbrewing.com/","1995","N","https://s3.amazonaws.com/brewerydbapi/brewery/N0HzAh/upload_S5stEj-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/N0HzAh/upload_S5stEj-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/N0HzAh/upload_S5stEj-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","114 East Washington","Ann Arbor","Michigan","48104","734-213-1393","42.2804754","-83.7483644","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","1995","","",""
"MmD4XW","Arcade Brewery","Arcade Brewery is a prospective production brewery. We want to create a deeper connection between our customers and their beer. Our goal is to create amazingly delicious craft beer with the help of our customers. With design challenges posted on our website, our customers will create and choose most aspects of beer creation from packaging/label design to even the ingredients that go into some of our seasonal beers. We want our customers to have greater control over the beer that they drink. Plus, we like to have fun and want to deliver you an amazing experience through your beer.    Arcade Brewery is also collaborating with amazing comic book artists and writers to bring label and packaging design to a whole new level of awesomeness. We are currently working with the talented Tony Moore (The Walking Dead), Eisner-nominated writer Jason Aaron (Scalped, Wolverine, PunisherMAX), and graphic artist Seibei.  Arcade Brewery is fun. We don’t believe in pretentious brews, but we do believe in great beers that satisfy our customers educated palette.     Arcade Brewery is only limited to your imagination. Make the next beer your beer.","http://www.arcadebrewery.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/My8aco/upload_iN63J8-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/My8aco/upload_iN63J8-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/My8aco/upload_iN63J8-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2601 W. Diversey Ave,","Chicago","Illinois","60647","(847) 796-0049","41.9321086","-87.6928329","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2011","","",""
"Vibk8A","Arcadia Brewing Company","Arcadia Brewing Company was established in 1996 as a microbrewery specializing in handcrafted British-style ales. All of our beers are produced in small batches, and our 25 Barrel Peter Austin Brewery and methods originated in England, which allows this style of beer to reflect over 250 years of world class brewing heritage.    In addition to brewing on authentic British equipment, Arcadia uses only the finest malted barley from England, and when combined with the freshest hops from the Pacific Northwest of our United States, and our legendary Ringwood yeast, the result is some of the best and freshest handcrafted ales available, on any continent.","http://www.arcadiaales.com/","1996","N","https://s3.amazonaws.com/brewerydbapi/brewery/2wy19T/upload_S5awzV-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/2wy19T/upload_S5awzV-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/2wy19T/upload_S5awzV-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-20 12:11:33","103 West Michigan Avenue","Battle Creek","Michigan","49017","269-963-9690","42.3219871","-85.185145","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","1996","","",""
"8Uwsc3","Arcadia Brewing Company Kalamazoo","","http://www.arcadiaales.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-08-20 12:11:33","701 E. Michigan","Kalamazoo","Michigan","49007","(269) 963-9520","42.2947549","-85.5725225","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2014","Tue:  12:00pm - 1:00am Wed:  12:00pm - 1:00am Thu:  12:00pm - 1:00am Fri:  12:00pm - 1:00am Sat:  12:00pm - 1:00am Sun:  12:00pm - 9:00pm  ","",""
"Ya599O","Arcana Brewing Company","Craft brewery definitely in the microbrewery or nano scale at 3.5 bbl per batch, our brewing facility and tasting room are located in the Carlsbad Gateway Center business park between El Camino Real and Palmer Way.  Open four days a week, you can come in and enjoy various sized tastings of all of our current beers, get growler fills to-go, and relax and enjoy the atmosphere with friends and fellow beer fans.  We're a 21+ facility, but can make limited exceptions for designated drivers and certain other cases (on Thursday & Sunday) if you check with us ahead of time.  Drink well and do good work!","http://www.arcanabrewing.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/VJn8SA/upload_7pC652-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/VJn8SA/upload_7pC652-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/VJn8SA/upload_7pC652-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:33:28","5621 Palmer Way","Carlsbad","California","92010","(909) 529-2337","33.1402104","-117.2739244","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Ste C","2012","Thu:  3:00pm - 7:00pm Fri:  3:00pm - 9:00pm Sat:  1:30pm - 9:00pm Sun:  1:30pm - 7:00pm  Thu: 3:00 pm - 7:00 pm  Fri: 3:00 pm - 9:00 pm  Sat: 1:30 pm - 9:00 pm  Sun: 1:30 pm - 7:00 pm","",""
"EBlZnE","Arcense Stoombierbouwerij","","http://www.hertogjan.nl/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kruisweg 44","","Arcen","5944","+31 077-4732427","51.4860658","6.1733718","Y","N","N","Y","micro","Micro Brewery","NL","Netherlands","NLD","528","","","","",""
"1o6wvU","Arch Rock Brewing Company","Micro Brewery on the Southern Oregon Coast with a 15 barrel brewhouse and 30 barrel fermenters.","http://www.archrockbrewingcompany.com","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/eJlHAD/upload_ZEPVDD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/eJlHAD/upload_ZEPVDD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/eJlHAD/upload_ZEPVDD-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:33:29","28779 Hunter Creek Loop","Gold Beach","Oregon","97444","(541) 247-0555","42.3831318","-124.4159021","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2012","Tue:  11:00am - 6:00pm Wed:  11:00am - 6:00pm Thu:  11:00am - 6:00pm Fri:  11:00am - 6:00pm Sat:  11:00am - 5:00pm  Tue - Fri: 11:00 am - 6:00 pm  Sat: 11:00 am - 5:00 pm","",""
"KuH7Gy","Microbrasserie Archibald","The two microbreweries restaurant Archibald have become essential in Quebec! They are more than ever THE appointment of people connected to a drunken evening with friends or a delicious dinner head to head. On the beautiful terrace of one of the two microbreweries, there is no reason not to take the opportunity to come and offer an excellent meal while sipping a beer brewed on site. In addition, Microbrewery Archibald welcomes evening groups and singers who give the final touches to a friendly atmosphere among the most in Quebec!","http://www.archibaldmicrobrasserie.ca/","2005","N","https://s3.amazonaws.com/brewerydbapi/brewery/58w0FX/upload_cqJH9O-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/58w0FX/upload_cqJH9O-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/58w0FX/upload_cqJH9O-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1021, boul. du Lac","Lac-Beauport","Québec","g3b0x1","1-418-841-2224","46.9380213","-71.3076291","Y","N","N","Y","brewpub","Brewpub","CA","Canada","CAN","124","","2005","","",""
"xDzvQP","Microbrasserie Archibald","","http://www.archibaldmicrobrasserie.ca/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1240, Autoroute Duplessis","Québec","Québec","g2g2b5","1-418-877-0123","46.7862906","-71.3533881","N","N","N","Y","brewpub","Brewpub","CA","Canada","CAN","124","","","","",""
"Oe91o4","Arclight Brewing","A purveyor of fine hand crafted ales.","http://arclightbrewing.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/B1CQlI/upload_wqXRJt-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/B1CQlI/upload_wqXRJt-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/B1CQlI/upload_wqXRJt-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-07 17:52:57","544 N. Main Street","Watervliet","Michigan","49098","","42.1910809","-86.258322","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2014","","",""
"82KYHb","Arcobrau Grafliches Brauhaus","","http://www.arcobraeu.de","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Schlossalle 1","Moos","Baden-Wurttemberg","94554","09938 / 918 180","47.65704","8.91227","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","",""
"vWJsRy","Ardent Craft Ales","We are a craft brewery located in Richmond, Virginia. Beginning in June of 2014, our beer will be available in our taproom and beer garden, as well as on draft at local restaurants.","http://ardentcraftales.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/mfPozZ/upload_WRnXeT-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mfPozZ/upload_WRnXeT-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mfPozZ/upload_WRnXeT-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:33:29","3200 W Leigh St","Richmond","Virginia","23230","(804) 363-2105","37.5681484","-77.471961","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2014","Wed:  4:00pm - 9:00pm Thu:  4:00pm - 9:00pm Fri:  4:00pm - 9:00pm Sat:  11:00am - 9:00pm Sun:  11:00am - 6:00pm  Wed - Fri: 4:00 pm - 9:00 pm  Sat: 11:00 am - 9:00 pm  Sun: 11:00 am - 6:00 pm","https://www.facebook.com/ardentcraftales/app_100265896690345",""
"XHvk8i","Area 51 Craft Brewery","Area 51 Craft Brewery was founded by Mike Hawkins of Rialto, California.  His vision of becoming a unique brewer in a competitive business is a success story in the creation of ""Alien Head Beer"", which is now known worldwide.  He started very small, but is now growing at an unbelieveable pace, thanks to a lot of hard work finally paying off and a lot of prayers being answered.   Says Mike: ""Initially, I decided to make everything from scratch because I couldn't afford to buy whatI needed.  Once I made a 1932 yellow deuce coupe in my garage and it became a beautiful running hot rod.  A buddy of mine told me ""If I could do that, then I could make a brewery come true!""  That really stuck with me.  Little Area 51 Craft Brewery takes a chance in a worldwide market and it was a good choice according to an ever growing popularity.  Why Alien Head Beer? Earthly beers are brewed somewhat similar ways and have a common process.  Alien Head Beer is actually brewed in a special process that is unlike other breweries and delivers a taste that is out of this world!  ""We're already thinking ahead and out of the box of what may come next.  Maybe one day soon, we'll think of something crazier!"" says Mike.","http://www.area51craftbrewery.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/XTrGE0/upload_mgrUCS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XTrGE0/upload_mgrUCS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XTrGE0/upload_mgrUCS-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:33:30","7123 Arlington Ave.","Riverside","California","92503","(951) 351-2600","33.945887","-117.4512128","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Suite - A","2011","Wed:  1:00pm - 6:00pm Thu:  1:00pm - 9:00pm Fri:  1:00pm - 9:00pm Sat:  1:00pm - 6:00pm  Wed: 1:00pm to 6:00pm  Thurs & Fri 1:00pm to 9:00pm  Sat 1:00pm to 6:00pm","",""
"JvRho3","Argilla Brewing Co. @ Pietro's Pizza","We first opened our doors in Prices Corner in 1978, later settling in Pike Creek for over 20 years. After Homebrewing for several years, we've decided to expand to our new location (2667 Kirkwood Highway - Newark, DE) and install a 1.5 barrel brewery, making us the smallest brewery in the state of Delaware. We brew beers to please all kinds, including an Amber Ale, Rye Stout and an IPA that recently won a ribbon at the Delaware State Fair Battle of the Brews.    Since we're so small, we'll be sure to experiment with several different styles of beer, so there will always be something new to check out.  Along with the beer, we'll have the same great pizzas we've been serving up for over 33 years. We'll also have soups, salads, pub sandwiches and select entrees. Also be on the lookout for our occasional beer dinners and pizza beer dinners.   We're just as passionate about our food as we are about our beer.","http://www.argillabrewing.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/XF4JJ4/upload_l0YKK1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XF4JJ4/upload_l0YKK1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XF4JJ4/upload_l0YKK1-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:33:30","2667 Kirkwood Highway","Newark","Delaware","19711","(302)731-8200","39.7082968","-75.6844023","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","2012","Mon:  11:00am - 1:00am Tue:  11:00am - 1:00am Wed:  11:00am - 1:00am Thu:  11:00am - 1:00am Fri:  11:00am - 1:00am Sat:  11:00am - 1:00am Sun:  11:00am - 1:00am  11am-1am 7 days a week","",""
"kM3MR2","Argus Brewery","","http://www.argusbrewery.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/KnMQZD/upload_9Ph0SC-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/KnMQZD/upload_9Ph0SC-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/KnMQZD/upload_9Ph0SC-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","11314 S Front Ave","Chicago","Illinois","60628","773-941-4050","41.688561","-87.612167","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","http://www.argusbrewery.com/contact.html",""
"OPM4t8","Argyle Brewing Company","Argyle Brewing Company is a small brewery operating under a New York Farm Brewery license, meaning a certain amount of our ingredients come from right here in New York State! With a combined 30 years of brewing experience between them, founders Matt Stewart and Chris Castrio are passionate about beer and dedicated to supporting our local farmers. Local hops and malts will combine with water and the finest yeasts to create several regular offerings and a variety of seasonal brews.     Matt and Chris both hail from the farming community of Argyle, New York, but since Argyle is a dry town, our brewery is located in the fine Village of Greenwich.","http://www.argylebrewing.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/0v0P7r/upload_wAY7E8-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/0v0P7r/upload_wAY7E8-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/0v0P7r/upload_wAY7E8-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1 Main St.","Greenwich","New York","12834","(518) 692-2585","43.0876097","-73.4970156","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
