"id","name","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","extendedAddress","locality","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","established","phone","numberCode","images__icon","images__medium","images__large","description","hoursOfOperation","yearOpened","mailingListUrl","isoCode","yearClosed"
"eHNd5H","Lucky Bucket Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","11941 Centennial Road Ne","Suite 1","La Vista","Nebraska","68128","41.1702006","-96.0996241","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.luckybucketbrewing.com/","2008","402-763-8868","","https://s3.amazonaws.com/brewerydbapi/brewery/ZhGbaC/upload_PqapK2-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZhGbaC/upload_PqapK2-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZhGbaC/upload_PqapK2-large.png","After years of working a local brewpub and experimenting in the garage, three guys decided to take their know-how and passion for great beer and bottle it.    Lucky Bucket Brewing Company is Nebraska's newest craft brewery, growing almost as fast as we can brew it. Our first release, Pre-Prohibition style Lager, is getting some welcomed praise for representing the true character of beer, reminiscent of a time when beer actually had flavor. Keep an eye out for our latest releases including a very floral and flavorful American IPA and our first barrel-aged release, Certified Evil.","","2008","","",""
"B1CQlI","Lucky Girl Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Pittston","Pennsylvania","","41.3259134","-75.7893604","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","","",""
"Gb6REi","Lucky Hand Brewing Co","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","530 Alameda Del Prado","#304","Novato","California","94949","38.0652676","-122.540084","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.luckyhandbeer.com/","","510-394-5842","","","","","","","","","",""
"supFO9","Lucky Labrador Beer Hall","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1945 Northwest Quimby Street","","Portland","Oregon","97209","45.533709","-122.691651","N","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","http://www.luckylab.com/","","(503) 517-4352","","https://s3.amazonaws.com/brewerydbapi/brewery/FFbodg/upload_KWQX2z-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/FFbodg/upload_KWQX2z-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/FFbodg/upload_KWQX2z-large.png","","Hours: Monday - Wednesday, 11 a.m. to 11 p.m.  Thursday - Saturday, 11 a.m. to Midnight   Sunday, Noon to 10 p.m.   Minors: Allowed until 9 p.m.","","","",""
"tqJRGi","Lucky Labrador Public House","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7675 SW Capitol Hwy","","Portland","Oregon","97219","45.4688383","-122.7095997","N","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","http://www.luckylab.com/","","(503) 244-2537","","","","","","Monday - Wednesday, 11 a.m. to 11 p.m.  Thursday - Saturday, 11 a.m. to Midnight   Sunday, Noon to 10 p.m.  Minors: Allowed until 10 p.m.","","","",""
"WA2FQ9","Lucky Labrador Tap Room","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1700 N Killingsworth St","","Portland","Oregon","97217","45.562554","-122.685083","N","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","http://www.luckylab.com/","","(503) 505-9511","","","","","","Monday - Wednesday, 11 a.m. to 11 p.m.  Thursday - Saturday, 11 a.m. to Midnight   Sunday, Noon to 10 p.m.  Minors: Allowed until 10 p.m.","","","",""
"8Tl3Za","Lucky Labrador Brew Pub","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","915 SE Hawthorne Blvd","","Portland","Oregon","97214","45.5122448","-122.6563384","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.luckylab.com/","","(503) 236-3555","","","","","","Monday - Wednesday, 11 a.m. to 11 p.m.  Thursday - Saturday, 11 a.m. to Midnight   Sunday, Noon to 10 p.m.   Minors: Allowed until 9 p.m.","","","",""
"hMS9yy","Lucky Star Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-10-02 17:20:18","219 S Second St","","Miamisburg","Ohio","45342","39.63912","-84.288123","N","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.luckystarbrewery.com","","(937) 866-2739","","","","","","Mon:  4:00pm - 12:00am Tue:  4:00pm - 12:00am Wed:  4:00pm - 12:00am Thu:  4:00pm - 12:00am Fri:  4:00pm - 12:00am Sat:  11:00am - 12:00am Sun:  11:00am - 12:00am  ","","","",""
"qUIYuC","Lucky Town Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1710 N Mill St","","Jackson","Mississippi","39202","32.319632","-90.188048","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.luckytownbrewing.com","2011","(601) 201-0988","","https://s3.amazonaws.com/brewerydbapi/brewery/84iCMX/upload_NKhh2n-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/84iCMX/upload_NKhh2n-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/84iCMX/upload_NKhh2n-large.png","Living in Mississippi, the selection of beer has always been limited compared to the rest of the country – but that does not stop those of us who seek out the diverse supply of the world’s greatest beers. Some drive across state lines to acquire the finer choices at festivals and suppliers alike, while others exchange trades with those from other states in search of the locally forbidden. But for those who truly take matters into their own hands, homebrewing beer becomes the purest form of gratification.    Driven by an extreme passion for both innovation and beer, our Brewmaster took what was once just a dream and decided to create a beer that would not only break state laws but also help change the very same laws that Mississippi has let fall behind. For eight years, he brewed beers of many different styles as a hobby - and with each tasting that he would hold at his home, the crowds grew larger. Eventually, he would be convinced that this beer should be available to those patrons who also appreciate the finer beers of the world.    Lucky Town Brewing Company was founded on this very notion – to craft beers that break boundaries between the working men and women of Mississippi and their wish for locally produced premium beer. With that mission, Lucas Simmons decided to grant those wishes by sharing his passion for crafting beer in 2011.","","2011","","",""
"ey4s2u","Lüdde Bräu","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Blasiistraße 14","","","Quedlinburg","06484","51.805573","11.052451","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.hotel-brauhaus-luedde.de/","1992","","276","","","","","","","","",""
"t6Gyij","Luebener-Tenne","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Lüben 1","","Wittingen","","29378","52.728455","10.735847","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.luebener-tenne.de/","1995","","276","","","","","","","","",""
"VEY3Xa","Lumber Baron's Charcoal Grill and Brewpub","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","804 E Midland St","","Bay City","Michigan","48706","43.6019076","-83.8981088","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.lumberbaronsgrill.com/","","989-891-0100","","","","","","","","","",""
"7YGrh1","Lumberyard Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5 S. San Francisco St","","Flagstaff","Arizona","86001","35.196703","-111.648974","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://lumberyardbrewingcompany.com/","2010","928-779-2739","","https://s3.amazonaws.com/brewerydbapi/brewery/C0zPjd/upload_3xUAhh-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/C0zPjd/upload_3xUAhh-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/C0zPjd/upload_3xUAhh-large.png","Local Flagstaff brewpub and Micobrewery featuring award winning ales and lagers. Full menu with lots of sandwiches and BBQ. Great dance floor for late nite.","","1994","","",""
"jrzfqS","Lumina Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","311 Judges Road","Unit 8A","Wilmington","North Carolina","28405","34.253835","-77.856525","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","http://luminawine.com/our-brewery/","2011","910-793-5299","","https://s3.amazonaws.com/brewerydbapi/brewery/zkjGKM/upload_Wmu8Ao-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/zkjGKM/upload_Wmu8Ao-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/zkjGKM/upload_Wmu8Ao-large.png","Lumina Brewing Company is dedicated to producing beer in small batches. We brew our beer right on premises. All of our beer is fresh with no preservatives. We specialize in brewing German and Bohemian Style Beer. We brew our European Style beer in accordance with the Bavarian Brewing Tradition of “Reinheitsgebot”, the German beer purity law of 1516. This means that nothing is added to the beer except yeast, hops, water and grain. All of our Bavarian Style Beer contains malt and hops from Germany. Our Brew masters have extensively traveled Germany and the Czech Republic and have visited many breweries to learn the art of old world style brewing.","Tuesday-Saturday: 11:00AM-6:00PM  Closed on Sunday & Monday","2011","","","2013"
"XJ7ZBB","Luminous Brewhouse","N","verified","Verified","2012-01-03 02:41:33","2014-09-18 19:00:12","201 Broadway St","","Sheridan","Wyoming","82801","44.7997919","-106.952986","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","(307)763-7489","","https://s3.amazonaws.com/brewerydbapi/brewery/rDrEhT/upload_RgMol3-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/rDrEhT/upload_RgMol3-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/rDrEhT/upload_RgMol3-large.png","Fine hand-crafted beers created on-site by head brewer and Sheridan native, Seth Orr. Located at 201 Broadway!","Mon:  12:00pm - 11:00pm Tue:  12:00pm - 11:00pm Wed:  12:00pm - 11:00pm Thu:  12:00pm - 11:00pm Fri:  12:00pm - 11:00pm Sat:  12:00pm - 11:00pm  ","","","",""
"MBiTzt","Lunar Brewing Co","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","54 E St Charles Rd","","Villa Park","Illinois","60181","41.890137","-87.976631","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","630-530-2077","","https://s3.amazonaws.com/brewerydbapi/brewery/6CmF5z/upload_ejaZyU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6CmF5z/upload_ejaZyU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6CmF5z/upload_ejaZyU-large.png","","Mon - Thu: 12:00 pm - 1:00 am  Fri - Sat: 12:00 pm - 2:00 am  Sun: 12:00 pm - 12:00 am","","","",""
"7jib1b","Lüneburger Kronen","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","34-39 Heiligen Geist Straße","","Lüneburg","Lower Saxony","","53.209805","7.56373","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.krone-lueneburg.de/","","","276","","","","","","","","",""
"EXx0Ad","Lunkenheimer Craft Brewing Co.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","8924 North Seneca Street","","Weedsport","New York","13166","43.049255","-76.562368","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","","",""
"BBw7o7","Lütter Krug Hofladen und Hausbrauerei","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","An der Haselbeke 30","","Vorsheide","Lemgo","D-32657","52.010253","8.972913","Y","N","Y","N","micro","Micro Brewery","DE","Germany","DEU","","","","276","","","","","","","","",""
"yVRI9K","Lvivska Pivovarnya","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kleparivskaya ul., 18","","","Lviv","79007","49.848282","24.015329","Y","N","N","Y","micro","Micro Brewery","UA","Ukraine","UKR","http://www.lvivske.com/","1715","(32) 294-8002","804","","","","","","1715","","",""
"apA6Il","Lwenbru Munich","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Toronto ON","","Toronto","Ontario","","43.64856","-79.38533","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","","","","124","","","","","","","","",""
"D8suSC","Lwenbru Zrich","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Brandschenkestrasse 150","","Zrich","","","47.3641147","8.524473","Y","N","N","Y","micro","Micro Brewery","CH","Switzerland","CHE","","","","756","","","","","","","","",""
"Fcz43Y","Lynnwood Brewing Concern","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4821 Grove Barton Road","","Raleigh","North Carolina","27613","35.8706178","-78.7174046","N","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.lynnwoodgrill.com/","2013","919-785-0043","","","","","You can call Lynnwood Grill ""comfortable excitement.” It’s the kind of place where people know your name... and the bartenders know what you're drinking.    Now located across from the Raleigh Grande Theatre, this locally owned bar and grill is the perfect place to grab a bite before or after the movie. It’s also a cozy place to meet friends for drinks, watch a game, or listen to live music. When the weather is nice, enjoy drinking and dining on the outdoor patio or the spacious rooftop.","","","","",""
"qrfoK4","LyonSmith Brewing Co.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","138 Water St.","","Penn Yan","New York","14527","42.6590938","-77.0546694","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lyonsmithbrewing.com","2013","","","https://s3.amazonaws.com/brewerydbapi/brewery/i0lkrf/upload_t1O3Av-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/i0lkrf/upload_t1O3Av-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/i0lkrf/upload_t1O3Av-large.png","LyonSmith Brewing Co. operates in the amazing town of Penn Yan, NY. Our mission is to make beer that is worth drinking, a company that is worth working for, and a community that is worth living in.","","","","",""
"pSbibd","Mac & Jacks Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","17825 NE 65th St","b110","Redmond","Washington","98052","47.663422","-122.102388","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.macandjacks.com/","1993","425-558-9697","","","","","Mac & Jack’s Brewing Company proudly dedicates itself to preserving a clean environment as a responsible resident in Redmond and to the community at large. From re-using water to providing spent grain to local farmers, all byproducts created here during the brewing process are recycled responsibly. This makes for happy neighbors as well as happy cows!","","","http://www.macandjacks.com/list.php","",""
"RmKWl4","Byrd House","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4246 N Buffalo Rd","","Orchard Park","New York","14127","42.7681242","-78.7440804","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.byrdhouseop.com","","716-662-3909","","","","","","","","","",""
