"id","name","website","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","description","numberCode","established","images__icon","images__medium","images__large","hoursOfOperation","extendedAddress","yearOpened","yearClosed","mailingListUrl","isoCode"
"pqSkmD","Independence Brewing Company","http://www.independencebrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3913 Todd Lane","Austin","Texas","78744","512-462-1133","30.2131102","-97.7358341","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Rob and Amy Cartwright embarked on their dream to brew flavorful, delicious beers for the people of Austin in October 2004. Armed with their love of beer, years of brewing experience, an intrepid spirit, and their trusty dog Jasper, they founded Independence Brewing Company.    Located in southeast Austin, amongst tech companies and warehouse park entrepreneurs, Independence Brewing is a true reflection of the creative energy and pioneering spirit that makes Austin great.    What started with a married couple and their dog, has blossomed into a crew of nineteen and a community of beer drinkers who enjoy drinking fresh, handcrafted beer.","","2004","https://s3.amazonaws.com/brewerydbapi/brewery/mCJhuP/upload_GPdH78-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mCJhuP/upload_GPdH78-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mCJhuP/upload_GPdH78-large.png","","#607","2004","","",""
"HxJ67V","Indian Joe Brewing, Inc.","http://IndianJoeBrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2379 La Mirada Dr.","Vista","California","92081","(760) 295-3945","33.1522965","-117.2278414","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Welcome to Indian Joe Brewing. We are a taste experience pushing the boundaries of flavor and limitations on our beer. We brew a variety of handcrafted beverages such as Ales, Witbiers, Stouts and Hefeweizens. We are continuously changing our line up. So, stop on by and check us out!","","2010","https://s3.amazonaws.com/brewerydbapi/brewery/k6Iq0g/upload_Amrrxg-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/k6Iq0g/upload_Amrrxg-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/k6Iq0g/upload_Amrrxg-large.png","Wed: 3:00 pm - 8:00 pm  Thu: 3:00 pm - 9:00 pm  Fri: 3:00 pm - 10:00 pm  Sat: 12:00 pm - 10:00 pm  Sun: 12:00 pm - 6:00 pm","","2010","","",""
"SABYve","Indian Wells Brewing Company","http://www.mojavered.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2565 North Highway 14","Inyokern","California","93527","760-377-5989","35.667473","-117.873665","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Proudly producing fine ales & lagers since 1995. One of California's favorite microbreweries!","","1995","https://s3.amazonaws.com/brewerydbapi/brewery/IRqZSn/upload_CImyp4-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/IRqZSn/upload_CImyp4-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/IRqZSn/upload_CImyp4-large.png","","","1995","","",""
"ssfqqG","Indiana City","http://indianacitybeer.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","24 Shelby Street","Indianapolis","Indiana","46202","(317) 643-1103","39.7658254","-86.1408132","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","It’s our mission to brew innovative beers for craft beer lovers in Indy. And that is that. We’re focused on Indy. We’re doing all we can to add to the beer culture right here. We’re filling growlers at our taproom near downtown, and we’re on tap at select craft beer bars in Indy.","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/yfDPgj/upload_p3XYjx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/yfDPgj/upload_p3XYjx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/yfDPgj/upload_p3XYjx-large.png","Wed - Thu: 4:00 pm - 8:00 pm  Fri - Sat: 2:00 pm - 10:00 pm  Sun: 12:00 pm - 4:00 pm","","2013","","",""
"4TuN55","Indigo Imp Brewery","http://www.indigoimpbrewery.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3615 Superior Avenue","Cleveland","Ohio","44114","216-881-0650","41.512868","-81.665733","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","The Indigo Imp Brewery is an independent, family-owned and operated microbrewery hand-crafting small batches of the highest quality Real Ales. All beers are produced in open fermentors. These beers are various classic styles as well as some new creations.","","2008","https://s3.amazonaws.com/brewerydbapi/brewery/dLPeS0/upload_98Pt3f-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/dLPeS0/upload_98Pt3f-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/dLPeS0/upload_98Pt3f-large.png","","Suite 4201B","2008","","",""
"knTrj1","Indslev Bryggeri A/S","http://www.indslevbryggeri.dk/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Store Landevej 13","Nr. Åby","","5580","64441507","","","Y","N","N","Y","micro","Micro Brewery","DK","Denmark","DNK","Here at the first Weissbier brewery in Denmark, we focus on innovation with respect for tradition. In developing the best beers and brewing techniques. With roots going back to 1897 Indslev Bryggeri on Funen reopened as a modern brewery in April 2006.    The equipment and the raw materials we use are selected to achieve the very best quality. Weissbeer from Indslev Bryggeri has great taste. Every week shops, cafes and restaurants across the country get freshly tapped beer from Indslev - so you can enjoy the best beer in your glass.    Weissbeer is classic Belgian and German beer tradition dating back to ancient times. And the right person to introduce the German weissbier tradition of Indslev Bryggeri is Brewmaster Stefan Peter Stadler. He has 30 years of experience with Weissbier and the art of brewing beer for the senses. Stefan Peter Stadler was born and raised in Munich, where he is graduated master brewer at Hofbrauhaus in Munich. He has experience in both German and Danish breweries.    Discover our interpretation of Danish Weissbier that is hand-brewed by Bavarian tradition. We believe that hand-brewed beer tastes better. The entire brewing process is controlled by hand, and we treat for all the details and the best ingredients. There is no additives - only malt, hops, yeast, water and a few spices.","208","2006","https://s3.amazonaws.com/brewerydbapi/brewery/fOnL38/upload_BNfCRD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/fOnL38/upload_BNfCRD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/fOnL38/upload_BNfCRD-large.png","Monday: closed  Tuesday: closed  Wednesday: closed  Thursday: closed  Friday: 14.00 to 17.00  Saturday: 10.00 - 14.00  Sunday: closed","","2006","","",""
"gndBEW","Indus Valley Brewing Company","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","","","","","","Y","N","N","Y","micro","Micro Brewery","IN","India","IND","","356","","","","","","","","","",""
"J7LzNx","Industrias La Constancia ILC","http://www.laconstancia.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Avenida Independencia No.526","San Salvador","","","503-231-5444","13.7000445","-89.1823366","Y","N","N","Y","micro","Micro Brewery","SV","El Salvador","SLV","","222","","","","","","","","","",""
"vR4nXO","Industrija Piva I Sokova Trebjesa","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Njegoseva 18","Nikic","","","381-83-242-433","","","Y","N","N","Y","micro","Micro Brewery","CS","Serbia and Montenegro","","","","","","","","","","","","",""
"c3yHj5","Infamous Brewing Company","http://www.infamousbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4602 Weletka Dr","Austin","Texas","78734","(512) 487-8786","30.406925","-97.925853","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","The team at IBC hails from a diverse background spanning multiple industries who have settled in ATX from other parts of Texas and from both the East and West Coasts.   We have been home brewing for quite some time and now we are taking that passion to the next level by offering our creations to as many people as possible.  We are currently in the initial stages of development and hope to begin production by year end. Given the strict licensing process, it will probably be sometime in early 2013 before we can share our beers with the rest of Austin, but we are working hard to make that happen as soon as legally possible.  Much more information will be coming on our planned initial beer selection. In the meantime, continue to check back for updates and continue to spread the word!","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/uLYwtl/upload_3dhNWp-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/uLYwtl/upload_3dhNWp-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/uLYwtl/upload_3dhNWp-large.png","","","2012","","",""
"POBUM3","Main Brewery - Ocala","http://www.infinitealeworks.com/","N","verified","Verified","2012-01-03 02:41:33","2014-10-06 17:23:00","304 Southeast Magnolia Exd","Ocala","FL","34471","","29.183804","-82.137203","Y","Y","N","N","micro","Micro Brewery","US","United States","USA","Infinite Ale Works is a haven to anyone interested in expanding their horizons and knowledge into the wonderful world of craft beer. Infinite’s tasting room features 40 different taps of excellent, adventurous craft beer that will suit any discerning palate.    Once brewing commences (in the near future) Infinite Ale Works will feature Belgian inspired ales in a comfortable and friendly atmosphere and will strive to make Ocala a ‘beer destination’ for the beer lover. Stop in and become a part of the Infinite family!","","","https://s3.amazonaws.com/brewerydbapi/brewery/yRcHoG/upload_9bIXlC-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/yRcHoG/upload_9bIXlC-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/yRcHoG/upload_9bIXlC-large.png","Mon:  4:00pm - 12:00am Tue:  4:00pm - 12:00am Wed:  4:00pm - 12:00am Thu:  4:00pm - 12:00am Fri:  4:00pm - 2:00am Sat:  4:00pm - 2:00am  ","","","","",""
"Qtw1FC","Infinity Brewing","http://infinitybrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-09-07 17:48:04","80 Ethan Allen Dr","South Burlington","Vermont","05403","(802) 735-1288","44.48354","-73.156578","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","7 barrel brew operation.  Hours of operation for tasting room and retail outlet are currently Thursdays and Fridays from 4pm until 8pm and Saturdays from noon until 6pm.  Summer Sunday hours are noon until 4pm for tastings.","","2014","https://s3.amazonaws.com/brewerydbapi/brewery/WBE4Sc/upload_iurKj7-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/WBE4Sc/upload_iurKj7-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/WBE4Sc/upload_iurKj7-large.png","Thu:  4:00pm - 8:00pm Fri:  4:00pm - 8:00pm Sat:  12:00pm - 6:00pm Sun:  12:00pm - 4:00pm  ","","","","",""
"T8XBdr","Infusion Brewing Company","http://www.infusionbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6115 Maple","Omaha","Nebraska","68104","(402) 916-9998","41.2847661","-96.0079152","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Located in the heart of the ""Benson Beer District"" in Omaha, Nebraska, and built in the historic former home of Olson's Meat Market , Infusion Brewing Company brews up great hand crafted beers with a locally sourced twist! Our beers are available through our on-site tap room and in the Omaha and Lincoln areas on draft only.","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/vHWvX2/upload_yloFHG-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/vHWvX2/upload_yloFHG-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/vHWvX2/upload_yloFHG-large.png","","","2013","","",""
"HjhyF2","Infusion Restaurant Bar Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","20-22 Camden Road","","Campbelltown","2560","+61 2 4645 0500","-34.0716662","150.8085789","Y","N","N","Y","brewpub","Brewpub","AU","Australia","AUS","","36","","","","","","","","","",""
"1T7LaY","Ingeniero Microbrewery","http://www.cervezaingeniero.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5 Celis Aguilera St.","","Manatí","00674","","18.4204876","-66.4866733","Y","N","N","Y","micro","Micro Brewery","PR","Puerto Rico","PRI","Small brewery dedicated to production and distribution of craft beer.","630","2012","https://s3.amazonaws.com/brewerydbapi/brewery/ukbo6o/upload_vKJc6q-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ukbo6o/upload_vKJc6q-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ukbo6o/upload_vKJc6q-large.png","","","","","",""
"Xknbgp","Inishowen Brewery","http://inishowenbrewery.ie/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","","","087 3256993","","","Y","N","N","Y","micro","Micro Brewery","IE","Ireland","IRL","As Inishowen’s 1st independent brewery, we are dedicated to making beers that really reflect Inishowen people: well travelled, creative, lively and individual.     Combining state of the art brewing technology with  traditional brewing methods  and using only natural ingredients with no artificial colours or fillers, our beers provide a refreshing alternative full of the best flavours from around the world.  All of our beer is brewed entirely on site here in Inishowen ensuring maximum freshness for you.","372","","","","","","","","","",""
"A4WPqG","Inland Empire Brewing Company","http://www.iebrew.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1710 Palmyrita Ave","Riverside","California","92507","951-643-7687","34.003894","-117.34863","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Inland Empire Brewing Company was formed in 2007 by three long time friends.  We had all been home brewers for approximately five years prior to stumbling upon a really good deal on some used 7 BBL brewing equipment. We all three decided that we had what it takes to go big, and sell our beer to the public!    After about two years of work with Government agencies, permitting and construction, we opened our doors to the public on February 20th, 2009!  While we are now down to two owners, we continue to grow at a comfortable pace.    We’ve recently (early 2012) added four 15 BBL State of the art conical fermenters, which has improved fermentation times, consistency and quality.  We are also working on other new projects, yet to be announced.","","2009","https://s3.amazonaws.com/brewerydbapi/brewery/OW2W3q/upload_mh0kR7-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/OW2W3q/upload_mh0kR7-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/OW2W3q/upload_mh0kR7-large.png","","Suite 11","","","",""
"mOFDzh","Inlet Brewing Co","www.inletbrewingco.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","PO Box 1483","Jupiter","Florida","33468","561-339-0004","26.92953","-80.101909","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","https://s3.amazonaws.com/brewerydbapi/brewery/54skNQ/upload_9VgRWi-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/54skNQ/upload_9VgRWi-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/54skNQ/upload_9VgRWi-large.png","","","","","",""
"0HAazs","Innis & Gunn","http://www.innisandgunn.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6 Randolph Crescent","","Edinburgh","EH3 7TH","+44 (0) 131 337 4420","55.951976","-3.211095","Y","N","N","N","micro","Micro Brewery","GB","United Kingdom","GBR","Innis & Gunn is a specialist independent brewing company based in Edinburgh, Scotland. Established in 2003, its beer has gone on to be the most popular British bottled beer sold in Canada, and second most popular in Sweden. It was part of the nominated drinks list for the G8 Summit 2005 at Gleneagles Hotel.    The business is, since 2008, family owned following a management buy-out from its original part-owners, William Grant and Sons.    Their Innis & Gunn Original beer is brewed in Dunbar, East Lothian before being matured in American white oak Bourbon barrels for 30 days and is then a further 47 days in a marrying tun, and so it is matured for 77 days in total. It is 6.6% alcohol by volume. At first only available as a bottled beer it is now marketed both in bottles and as draught.    According to Innis and Gunn's website, the process was discovered in an ironic accident: the intent was to create a scotch whisky with ale flavours. To do this, a special beer was created which would then be stored in the whisky barrels. After the beer had conditioned the barrels, it was to be discarded and replaced with the whisky. The brewers noted that the process had an agreeable effect on the beer, and thus aging the beer became an end in itself.    A ""blonde"" version of Innis & Gunn is also widely available, and a limited edition matured in rum barrels was produced.","826","2003","https://s3.amazonaws.com/brewerydbapi/brewery/jC0TAa/upload_attxYK-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/jC0TAa/upload_attxYK-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/jC0TAa/upload_attxYK-large.png","","","","","",""
