"id","name","description","isOrganic","status","statusDisplay","createDate","updateDate","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","established","images__icon","images__medium","images__large","streetAddress","numberCode","yearOpened","hoursOfOperation","extendedAddress","yearClosed","mailingListUrl","isoCode"
"iyt82p","Old School Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Henrico","Virginia","23233","804-314-8717","37.6679742","-77.6590272","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","12649 Fawn Ln","","","","","","",""
"LIbwCG","Old Schoolhouse Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Winthrop","Washington","98862","509-996-3183","48.478139","-120.186436","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.oldschoolhousebrewery.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/LSrqUN/upload_i8In58-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/LSrqUN/upload_i8In58-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/LSrqUN/upload_i8In58-large.png","155 Riverside","","","","PO Box 577","","",""
"wnHSQB","Old Town Brewing Co.","For us, making beer is all about community. Settled in the frame of Portland, Oregon, we support the importance of being hyper-local and only using the best possible ingredients. We cultivate the spirit of our neighborhood by embracing the idea that brewing a good beer is born of your surroundings. Inspired by our own back yard, we aim to create a beer that reflects not only our passion for the craft, but our love of the great Northwest.","N","verified","Verified","2012-01-03 02:41:33","2014-07-28 11:14:02","Portland","Oregon","97211","(503) 200-5988","45.5606811","-122.661754","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.otbrewing.com/","2011","https://s3.amazonaws.com/brewerydbapi/brewery/cl9JRQ/upload_swhMg1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/cl9JRQ/upload_swhMg1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/cl9JRQ/upload_swhMg1-large.png","5201 NE MLK Blvd.","","","Sun:  11:30am - 10:00pm Thu:  11:30am - 11:00pm Fri:  11:30am - 11:00pm Sat:  11:30am - 11:00pm  ","","","",""
"R5rXKU","Old Town Brewing Co.","","","deleted","Deleted","2012-01-03 02:41:33","2014-07-28 11:14:05","Portland","OR","97211","503-200-5988","45.5606811","-122.661754","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.otbrewing.com","","","","","5201 NE MLK Blvd.","","","Sun- Wed: 11:30am - 10pm Thurs - Sat: 11:30am - 11pm","","","",""
"xcKkLh","Old World Brewery","We are a local brewery in Phoenix at the old Capital Station Post office 334 N 25th Ave., selling fresh local craft beer to retail, bar, and resort accounts throughout Metro Phoenix and Az.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Phoenix","Arizona","85009","623-581-3359","33.452443","-112.113127","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.oldworldbrewery.com/","2009","https://s3.amazonaws.com/brewerydbapi/brewery/xmaedo/upload_irPFSD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/xmaedo/upload_irPFSD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/xmaedo/upload_irPFSD-large.png","334 N 25th Ave","","2009","Mon - Sat:	11:00 am	-	7:00 pm","","","",""
"cdkpyx","Old Yale Brewing Company","In the heart of BC ‘s Fraser Valley surrounded by pristine mountains, rivers, lakes and agriculture you will find Chilliwack, BC – a recreational paradise and home of Old Yale Brewing Co.      The story of our name, Old Yale, originates from the Old Yale Wagon Road.  Built in 1875, it was the Fraser Valley’s first road link connecting all the communities from New Westminster to Yale.  All of us at Old Yale Brewing  believe that it’s the connections between  people and communities that bring us together much like the road itself.     Whether it’s our Classic Old Yale Pale Ale, Seargeant’s IPA or nationally acclaimed Sasquatch Stout, we invite you to taste one of BC’s finest craft-brewed beers.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Chilliwack","British Columbia","V2R 0K2","604-858-2537","49.14677","-122.001879","N","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","http://oldyalebrewing.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/kYguo5/upload_AoIKji-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/kYguo5/upload_AoIKji-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/kYguo5/upload_AoIKji-large.png","7965 Venture Place","124","","","","","",""
"Zw3YV8","Olde Burnside Brewing Company","The Olde Burnside Brewing Co.is a spinoff of our family-owned ice manufacturing business, The Burnside Ice Co., which was founded in 1911 (more history). While our brews may enjoy universal appeal, our marketing theme is clearly Scottish in flavor. In keeping with our roots, we add a bit of Celtic color in all we do, including our sponsorship of a local bagpipe band, Manchester Regional Police & Fire Pipe Band, as well as our local rugby team, The Hartford Wanderers. Come fall, join us at “Pipes in the Valley,” Connecticut’s premier Celtic music festival, showcasing the finest local and world renowned Celtic talents.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","East Hartford","Connecticut","06108","860-528-2200","41.7846595","-72.6015568","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.oldeburnsidebrewing.com/","2000","https://s3.amazonaws.com/brewerydbapi/brewery/WYN4LR/upload_w7MAXF-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/WYN4LR/upload_w7MAXF-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/WYN4LR/upload_w7MAXF-large.png","780 Tolland St.","","2000","","","","",""
"CFmMeZ","Olde Heurich Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Essex","New York","12936","518-963-8190","44.267052","-73.3363339","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.foggybottom.com/","","","","","12 Spire Way","","","","","","",""
"oZVAo0","Olde Hickory Taproom","Great beer is the result of meticulous attention to detail throughout the brewing process. Our beers begin their life as fresh water that flows from the granite slopes of the Blue Ridge and culminate in small batches less than 800 gallons each.    Our beers are and have always been, brewed using select grains, robust hops and cultured yeast, with no additives or preservatives.  These basic ingredients are added with time, passion and the undying thirst for knowledge to produce our variety of quality brews that we're sure you'll enjoy!","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Hickory","North Carolina","28601","828.322.1965","35.732019","-81.340443","Y","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","http://www.oldehickorytaproom.com/","1994","https://s3.amazonaws.com/brewerydbapi/brewery/ichhfQ/upload_QYoDzR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ichhfQ/upload_QYoDzR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ichhfQ/upload_QYoDzR-large.png","222 Union Square","","1994","7 Days a Week 11am - 2am","","","",""
"U7qNrU","Amos Howards Brew Pub","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Hickory","North Carolina","28602","828.323.8753","35.72121","-81.387083","N","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","","","","","","2828 US Hwy 70 SW","","1994","Mon.-Thurs. 11am-11pm  Fri. & Sat. 11am-12midnight  Sun. 12pm-10pm","","","",""
"tYf3W8","Production Facility","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Hickory","North Carolina","28602","(828) 322-1422","35.731722","-81.341977","N","N","N","N","production","Production Facility","US","United States","USA","","","","","","2 3rd Street Southwest","","1994","","","","",""
"QtDyxR","Olde Main Brewing Co.","At Olde Main Brewing Co. we believe, it's not about the next beer, it's about enjoying the one in your hand. That's why head brewer Jeff ""Puff"" Irvin and brewer ""Big John"" Rundall blend traditional brewing practices and modern techniques to craft fresh, full-flavored beers. Taste the true deliciosity at bars, restaurant, and retail stores across Iowa or at the Ames brewery and restaurant.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Ames","Iowa","50010","1-515-232-0553","42.024803","-93.614693","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.oldemainbrewing.com/","2004","https://s3.amazonaws.com/brewerydbapi/brewery/BenzME/upload_n8kbyN-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BenzME/upload_n8kbyN-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BenzME/upload_n8kbyN-large.png","316 Main Street","","2004","","","","http://visitor.constantcontact.com/manage/optin?v=001o4tMzQsu5DPkHgMkLIv_Utl2ddTIpp4yAR3L3X_35WwTivReOkjHEPLs17aI8NlEs6c0bgox7evCyT3IRPZaQd-WiIuZocMB",""
"fWfbGJ","Olde Peninsula Brewpub and Restaurant","Olde Peninsula is a micro brewery and a full service pub and restaurant.      ? ?  Kalamazoo’s first brewpub, opened to the public on St. Patrick’s Day in 1996. Previously known as the “Bib Corner”, this location has an interesting historical past. Originally designed for the Peninsula restaurant, this three story structure was built by Nicholas Bauman in 1874.    This elegant restaurant gave way to the Franklin and Folz clothing store from 1884 to 1924. Through the years, the building housed a succession of businesses, including the Kalamazoo Stove company, a book bindery and a hotel.    It became the headquarters for W.R. Biggs/Gilmore Agency in 1973. Severely damaged by the 1980 tornado, the building was completely rehabilitated in 1980-81.    The current owners, Marie and Stephen Blinn, wish to bring back a piece of history for all of Kalamazoo to enjoy. We are proud to offer to you the freshest beer available, brewed on-site in our 7-barrel brew house.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kalamazoo","Michigan","49007","1-269-343-2739","42.2916515","-85.5815665","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://oldepenkazoo.com/","1996","https://s3.amazonaws.com/brewerydbapi/brewery/nyWnVf/upload_tch1dm-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/nyWnVf/upload_tch1dm-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/nyWnVf/upload_tch1dm-large.png","200 East Michigan Avenue","","1996","","","","",""
"HqOPPk","Olde Saratoga Brewing Company","Located in historical Saratoga Springs, New York, the Olde Saratoga Brewing Co. has been a well-kept secret in the city.    Established in 1997, it is the fourth largest brewery in New York State and produces the highest quality and freshest craft brewed ales and lagers in the area.    The company is owned by the Mendocino Brewing Company, which is based in California. The Olde Saratoga Brewery brews about 30 different kinds of beer throughout the year - over 20,000 barrels last year. A third of their business is through contract brewing for a variety of breweries throughout the Northeast . Contract beers allow the brewery to make a variety of unique beers from light beer to a white Belgian to dark Stout beer and also gives the public a chance to taste of variety of great beers throughout the year.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Saratoga Springs","New York","12866","518-581-0492","43.091164","-73.767882","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.oldesaratogabrew.com/","1997","https://s3.amazonaws.com/brewerydbapi/brewery/urIFHW/upload_O4SyBH-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/urIFHW/upload_O4SyBH-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/urIFHW/upload_O4SyBH-large.png","131 Excelsior Avenue","","1997","","","","",""
"uA7DZB","Oldenberg Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Fort Mitchell","Kentucky","","","39.041095","-84.554859","Y","N","Y","N","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","","",""
"S1pVxl","Ole Dallas Brewery","ODB is a start up Brewery operation located in Dallas, NC","N","verified","Verified","2014-10-28 15:09:41","2014-10-28 15:09:43","","","","","","","","","","","","","","","","http://www.oledallasbrewery.com","2014","https://s3.amazonaws.com/brewerydbapi/brewery/S1pVxl/upload_MeL89H-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/S1pVxl/upload_MeL89H-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/S1pVxl/upload_MeL89H-large.png","","","","","","","",""
"7LrYr1","Ole Shed Brewing Company","Ole Shed Brewing Company was founded by Mike Thornburg and Mike Ramsey in 2011","N","verified","Verified","2012-01-03 02:41:33","2014-10-28 15:09:44","Dallas","North Carolina","28034","(704) 266-1472","35.316155","-81.219127","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","http://www.oledallasbrewery.com","2012","","","","136 Durkee Ln","","2012","","","","",""
"slHNNn","Ollermann Brewing Co.","Ollermann Brewing Co is currently in the planning phase and hopes to become partners with a brewery or restaurant, with the long term goal of opening an independent brewpub. We currently do a monthly beer tasting night at the owner/brewer's house in the Denbigh area of Newport News, VA. If you'd like to become a part of these events, please send me a message. Thanks! - Aaron","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Newport News","Virginia","23608","","37.1541965","-76.5372625","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","http://www.facebook.com/OllermannBrew","2013","https://s3.amazonaws.com/brewerydbapi/brewery/PgJerL/upload_77s9KI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/PgJerL/upload_77s9KI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/PgJerL/upload_77s9KI-large.png","","","","","","","",""
"WTq1ic","Olvalde Farm and Brewing Company","Olvalde Farm and Brewing Company is a small, traditional brewery located on a family farm in Rollingstone, Minnesota. We aim to craft fine ales that honor ancient brewing traditions and culture.    Ale is a beverage made from the fermentation of cereal grains, accompanied in ancient times by other fermentable materials such as honey and tree saps. We aim to create ales that focus on the flavors of the fermentation, accentuate the flavor of the source material, and use herbs and spices only as complements. To this end, our ales are warm conditioned on their lees, unfiltered, and refermented in the bottle.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Rollingstone","Minnesota","55987","651-698-3845","44.100481","-91.820482","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://olvalde.com/","2011","https://s3.amazonaws.com/brewerydbapi/brewery/xOjcTE/upload_2ddgyj-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/xOjcTE/upload_2ddgyj-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/xOjcTE/upload_2ddgyj-large.png","16557 County Road 25","","2011","","","","",""
"8nYps3","Olvi","OLVI beers are made from carefully selected and mainly Finnish ingredients. The only exception is the hops which are imported from abroad because the weather conditions in Finland are not conducive to growing sufficiently high quality crops.    OLVI beers differ from one another in the selection of their raw materials as well as in their manufacturing methods. Olvi allows its beers to mature slowly and gradually, which is the only way as there is no shortcut to success.    All Olvi's beers are lager beers, which means that they are produced with bottom-fermenting yeast. Lager beers are either dark or light. The bottom-fermenting yeast ferments the beers in a cool temperature, which produces a very fresh, crisp taste and aroma. All Olvi beers are unpasteurized.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Iisalmi","","74101","358 290 00 1050","63.55664","27.19146","Y","N","N","Y","micro","Micro Brewery","FI","Finland","FIN","http://www.olvi.fi/","1878","https://s3.amazonaws.com/brewerydbapi/brewery/knxeTj/upload_ztoLqc-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/knxeTj/upload_ztoLqc-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/knxeTj/upload_ztoLqc-large.png","P.O. Box 16","246","1878","","","","",""
