"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","extendedAddress","yearClosed","mailingListUrl"
"eKF3uv","Rivertown Brewing Company","Welcome to the Rivertown Brewing Company, We specialize in brewing traditional Handcrafted Lagers and Ales, using only the finest and freshest ingredients available.  use the buttons to the left to find out ""What Ales You""!","http://rivertownbrewery.com/","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/DWjwcm/upload_lZNV3Y-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/DWjwcm/upload_lZNV3Y-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/DWjwcm/upload_lZNV3Y-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","607 Shepherd Drive #6","Cincinnati","Ohio","45215","513-827-9280","Wed:        4:00 pm - 8:00 pm  Thu:         5:00 pm - 10:00 pm  Fri:	5:00 pm -10:00 pm  Sat:	2:00 pm - 10:00 pm","39.236015","-84.462885","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"Gdxs4M","Rivertowne Brewing","If you have not been in to visit us yet, we look forward to meeting you. Otherwise, we appreciate having you as a patron. For those of you who didn't know, we have 4 exciting locations. Experience dining in or spend an evening with us enjoying your favorite hard-to-find beer.    Our Mission is to build genuine relationships with our guests, and to make a positive impact on the community. We further desire to offer excellent service, great beer and food made with TLC to our guests.","http://www.myrivertowne.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/jVoFT3/upload_kPLmgY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/jVoFT3/upload_kPLmgY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/jVoFT3/upload_kPLmgY-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5578 Old William Penn Hwy","Export","Pennsylvania","15632","412-372-8199","","40.421358","-79.635035","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"bL7eDZ","Riverwalk Brewing","We are a microbrewery located in Newburyport, MA dedicated to producing unique rustic beers. All of our beers are unfiltered, unpasteurized and bottle-conditioned to maintain the fullest flavor possible.","http://www.riverwalkbrewing.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/MtbXzz/upload_iR2YxC-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/MtbXzz/upload_iR2YxC-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/MtbXzz/upload_iR2YxC-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3 Graf Road","Newburyport","Massachusetts","01950","(978) 499-2337","Fri: 3:00 pm - 7:00 pm  Sat: 12:00 pm - 4:00 pm","42.806403","-70.881907","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Unit 15","",""
"sxggDn","RJ Rockers Brewing Company","RJ Rockers Brewing Company became Spartanburg's first brewery in 1997, when owner and brewer Mark Johnsen set out on a mission to provide the people of the Upstate with the best microbrewed beer they had ever tasted. Mark, a New Jersey native, had loved brewing beer for his friends and family for years.    Following his service in the 1991 Gulf War, Mark was stationed in Germany as a member of the United States armed forces, and he took this opportunity to learn as much as possible about brewing from the experts. By the time he was honorably discharged from the service, he was ready to take his beer to the public.","http://www.rjrockers.com/","1997","N","https://s3.amazonaws.com/brewerydbapi/brewery/bWL816/upload_pDQWmy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/bWL816/upload_pDQWmy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/bWL816/upload_pDQWmy-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","226-A West Main Street","Spartanburg","South Carolina","29306","864-585-BEER","Tours & Tastings are every Thursday between 5pm and 7pm with tour offerings every half hour.","34.948639","-81.935726","Y","N","N","Y","micro","Micro Brewery","US","1997","United States","USA","","","",""
"0FUzCh","Roadhouse Brewing Company","Located in historic Jackson Hole, Wyoming, The Roadhouse Brewing Co. brews beer as bold as the Tetons. Our brewers started out as homebrewers and we remain true to our roots. We’re passionate about our beer, the brewing process, history and culture and embrace the many flavors and styles from around the world that define the craft beer family. The same thirst for adventure and exploration that brought us to the Tetons resides in every batch we brew. Beer by beer we strive to cultivate and enhance the local craft beer experience in Jackson Hole and our neighboring communities. Beer to the people.","http://www.roadhousebrewery.com/verify/index.php?redirect=http://www.roadhousebrewery.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/gDMqDw/upload_DRsA9j-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gDMqDw/upload_DRsA9j-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gDMqDw/upload_DRsA9j-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2550 Moose Wilson Road","Jackson","Wyoming","83014","","","43.5173","-110.841","Y","N","N","Y","micro","Micro Brewery","US","2012","United States","USA","","","",""
"VHPUNE","Roanoke Railhouse Brewing Company","""When it comes to making great beer, Roanoke Railhouse has a 1 track mind.""      Anyone can brew beer. Brewing great beer, however, requires science and technology and we have what it takes.    Our brewmaster, Ryan Worthington has an International Diploma in Brewing Technology. He is a graduate of the World Brewing Academy/Siebel Institute of Technology in Chicago and the   Doemens Academy in Grafelfing, Germany    Our optimized, custom built brewhouse gives our Brewmaster the right tools to brew great beer. This combination of talent and tools is our recipe for success.","http://www.roanokerailhouse.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/B0UOTX/upload_LZ3pP1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/B0UOTX/upload_LZ3pP1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/B0UOTX/upload_LZ3pP1-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","451 C McClanahan St. S.W.","Roanoke","Virginia","24014","540-293-2423","","37.2520946","-79.9504748","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"h38ARD","Roaring Fork Beer Company","Roaring Fork Beer Company was launched in 2013 by Chase Engel, a long time professional brewer with a dream of producing creative beers to match the changing seasons. From our home base in Carbondale, Colorado we brew and package exceptional beers for distribution throughout the Roaring Fork Valley. We are dedicated to producing fresh, approachable, and flavorful beers, while continuing to push the envelope with experimentation and barrel aging on a small batch scale.     Tasting Room Open M-Sat 2p-8p with brewery tours by appt.","http://roaringforkbeerco.com","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/KNLzqk/upload_0gU1RA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/KNLzqk/upload_0gU1RA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/KNLzqk/upload_0gU1RA-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-25 14:55:25","1941 Dolores Way #81623","Carbondale","Colorado","81623","(970) 963-5870","Mon:  2:00pm - 8:00pm Tue:  2:00pm - 8:00pm Wed:  2:00pm - 8:00pm Thu:  2:00pm - 8:00pm Fri:  2:00pm - 8:00pm Sat:  2:00pm - 8:00pm  ","39.410617","-107.223645","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","www.roaringforkbeerco.omc"
"Hb7fk6","Robens Kerkerbräu","","http://www.robens-kerkerbraeu.de/","2006","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Mittelroder Str. 25","Stadt Eldagsen","","31832","","","52.207415","9.55567","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","",""
"7b8IWf","Roc Brewing Company","When Roc Brewing Co. began in the crisp cellaring walls of a suburban Rochester basement, they never imaged the future that was set forward. The ever infectious brewing bug had bitten both homebrewers Jonathan Mervine and Chris Spinelli. From the time the yeast was pitched it was unanimous this was their future. Joined by the emboldened encouragement of Chris’ mom and third partner Patty Spinelli, she was hooked by first sip. The new family began their many trials and tribulations of brewing, three tier law, legalese and to much to their chagrin ROC Brewing Co. was founded.","http://rocbrewingco.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/VLwX03/upload_8Scwif-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/VLwX03/upload_8Scwif-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/VLwX03/upload_8Scwif-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","56 S. Union Street","Rochester","New York","14607","585-734-2567","Brewery Production  Monday – Saturday: 8am – 4pm    Tasting Room/Tap Room  Thursday – Friday: 5pm – 11pm  Saturday: 3pm – 11pm","43.153291","-77.597342","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","","","",""
"jur6g6","Rochefort Brewery (Brasserie de Rochefort)","Belgian trappist brewery.    The brewery is located inside the Abbey of Notre-Dame de Saint-Rémy, near the town of Rochefort, and has been brewing beer since 1595. There are approximately 15 monks resident at the monastery. The monks are very secretive about the brewing process, and the brewery is not open to the public, therefore much of the information publicly known about the brewery comes from only a few sources.    As with all other trappist breweries, the beer is only sold in order to financially support the monastery and some other good causes. The monks will not increase production based on demand or profit motives, but only enough to support themselves, resulting in a fairly limited supply of beer availability. In practice, there is currently no shortage through regular channels.    (Brewery  Abbey of Notre-Dame de Saint-Rémy)","http://www.abbaye-rochefort.be/","1595","N","https://s3.amazonaws.com/brewerydbapi/brewery/KE3f43/upload_6b4qxc-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/KE3f43/upload_6b4qxc-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/KE3f43/upload_6b4qxc-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Rue de l'Abbaye 8","Rochefort","Namur","5580","32-084/22.01.47","","50.154748","5.113471","Y","N","N","Y","micro","Micro Brewery","BE","1595","Belgium","BEL","56","","",""
"MEZupX","Rochester Mills Beer Company","The Rochester Mills Beer Co. opened in 1998 in Downtown Rochester. Located in the historic Western Knitting Mill, the brewery is located on Water Street, just two blocks east of Main Street. Preserving the original character of the building, the brewery features original hardwood floors, columns, beams and exposed brick walls. The menu features a broad selection of eclectic American cuisine, all prepared with the freshest ingredients. From delectable appetizers, fresh salads, pizzas and pastas to delicious entrees and unique sandwiches, the menu has something for everyone and a kids menu is available. Special amenities include an outdoor patio, pool tables,  Greenhorn Music Night every Thursday starting at 9pm, and live entertainment every Friday, and Saturday nights starting at 10pm. The Martini Lounge is available for private parties.","http://www.rochestermillsbeerco.com/","1998","N","https://s3.amazonaws.com/brewerydbapi/brewery/sbVFqO/upload_lytD7n-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/sbVFqO/upload_lytD7n-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/sbVFqO/upload_lytD7n-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","400 Water St.","Rochester","Michigan","48307","248-650-5080","Monday:	11:30am-12:00am  Tuesday:	11:30am-12:00am  Wednesday:	11:30am-12:00am  Thursday:	11:30am-1:00am  Friday:	11:30am-2:00am  Saturday:	11:30am-2:00am  Sunday:	12:00pm-12:00am","42.6804798","-83.1312141","Y","N","N","Y","micro","Micro Brewery","US","1998","United States","USA","","","",""
"7BbeYu","","","","","","","","","deleted","Deleted","2012-01-03 02:41:33","2014-07-23 19:11:34","","Rochester","Michigan","","","","42.683259","-83.13702","N","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"l2Godx","Rock & Run Brewery","We are a local brewpub making making hand crafted beers and wood-oven fired pizzas in the Northland. We anticipate being in operation by the end of the summer, 2013.","","2013","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","110 E. Kansas St.","Liberty","Missouri","64068","816-555-1212","","39.2461089","-94.4188571","Y","Y","N","N","brewpub","Brewpub","US","","United States","USA","","","",""
"yYIiyy","Rock Art Brewery","Matt began the brewery in the basement of our home in 1997. Wow! I can't believe I let him do that! His first beer was Whitetail Ale. A nice crisp refreshing golden ale. I was really enjoying wheat beers at the time. I guess that's why I let him start Rock Art! The Brewery was ready to leave home and move to it's own place down the road in Morrisville, VT in 2001. We are still located there and now have a terrific space for people to come and visit. Come on by and say hello!    Our Mission is to offer our friends and family a wonderful beer at the end of the day!","http://www.rockartbrewery.com/","1997","N","https://s3.amazonaws.com/brewerydbapi/brewery/LpX3cU/upload_GoA424-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/LpX3cU/upload_GoA424-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/LpX3cU/upload_GoA424-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","632 Laporte Road Route 100","Morrisville","Vermont","05661","802-888-9400","9:00 until 6:00 Monday-Saturday    TOURS: We have a wonderful viewing area upstairs and are happy to bring people up for a tour at 2:00 & 4:00 daily with a special tour at 11:00 a.m. on Saturday.     TASTINGS DAILY until 5:30","44.557791","-72.608085","Y","N","N","Y","micro","Micro Brewery","US","2010","United States","USA","","","","http://visitor.r20.constantcontact.com/d.jsp?llr=qol8fddab&p=oi&m=1102839655888"
"P2TqjM","Charlotte","Our brewers eat, drink and sleep beer. They’re equal parts scientist, artist and beer geek. So, while every Rock Bottom brewer is passionate about their craft, they also put their own signature into every beer.    In other words, there is a unique beer menu at every Rock Bottom in addition to our core line up of consistent flavor profiles that you can expect at any Rock Bottom you visit nationwide.    But, you’re thirsty and want to know what beers you can expect down here, right?","http://www.rockbottomsouth.com/","1998","N","https://s3.amazonaws.com/brewerydbapi/brewery/D1UQzj/upload_DpHpjM-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/D1UQzj/upload_DpHpjM-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/D1UQzj/upload_DpHpjM-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","401 North Tryon Street","Charlotte","North Carolina","28202","704-334-2739","Sun: 11:00 AM - 11:00 PM  Mon-Sat: 11:00 AM - 2:00  AM","35.230194","-80.839336","N","N","N","Y","brewpub","Brewpub","US","1998","United States","USA","","","",""
