"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","hoursOfOperation","extendedAddress","mailingListUrl","yearClosed"
"IzxVvU","Gore Range Brewery","","http://gorerangebrewery.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/1MgRdV/upload_nONcfI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/1MgRdV/upload_nONcfI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/1MgRdV/upload_nONcfI-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","105 Edwards Village Boulevard","Edwards","Colorado","81632","(970) 926-2739","39.644138","-106.595572","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Mon - Sun: 11:30 am - 10:00 pm","","",""
"DONtet","Gorkha Brewery (P) Ltd.","The year was 1989 when the foundation of one of the largest single foreign investment in Nepal was laid down. Gorkha Brewery (P) Ltd. Is a joint collaboration between Danish Multinational Company Carlsberg Breweries, Copenhagen, Denmark and leading Nepalese Business House-Khetan Group","http://www.gorkhabrewery.com","1989","N","","","","new_unverified","New, Unverified","2014-10-26 05:09:47","2014-10-26 05:09:47","","","","","","","","","","","","","","","","","","","","","",""
"mRoh76","Goshen Brewing Company","Goshen Brewing Company is a family friendly brewpub in planning that will offer farm to table craft beers and food.","http://goshenbrewing.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/U2pYTx/upload_NCMm6g-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/U2pYTx/upload_NCMm6g-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/U2pYTx/upload_NCMm6g-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-05 12:10:22","315 W Washington St","Goshen","Indiana","46526","(843) 469-0314","41.585411","-85.83884","Y","Y","N","Y","brewpub","Brewpub","US","","United States","USA","","","","",""
"vJgK4v","Gottberg Brew Pub","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2804 13th Street","Columbus","Nebraska","68601","1-402-562-6488","41.4293524","-97.3620468","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","",""
"LYai9f","Göttinger Brauhaus","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Brauweg 18","Göttingen","","D-37073","","51.526829","9.926403","Y","N","Y","N","micro","Micro Brewery","DE","","Germany","DEU","276","","","",""
"09IKmh","GourmetBryggeriet","","http://gourmetbryggeriet.dk/","2005","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Bytoften 10","","Roskilde","4000","","55.643627","12.1054592","Y","N","N","Y","micro","Micro Brewery","DK","","Denmark","DNK","208","","","",""
"XdP8EM","Govnor's Public House","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","220 North Randall Road","Lake In The Hills","Illinois","60156","1-847-658-4700","42.177888","-88.3377299","Y","N","Y","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"FfqUtC","Gower Brewery","Established in 2011, Gower Brewery are a craft brewery based in south Wales, UK.","http://www.gowerbrewery.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/6owRQn/upload_zjn7K9-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6owRQn/upload_zjn7K9-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6owRQn/upload_zjn7K9-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Oldwalls","Llanrhidian","West Glamorgan","SA3 1HA","01792 391027","51.6054963","-4.1844536","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","826","","","",""
"xsJWJ6","Gräfl. von Mengersen’sche Dampfbrauerei","","http://www.schlossbrauerei-rheder.de/","1686","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Nethetalstraße 10","Brakel-Rheder","North Rhine-Westphalia","33034","","51.715406","9.180288","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","",""
"GXlDeM","Grafschafter Brauhaus","","http://www.alteweberei.de/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Vechteau 2-4","Nordhorn","Lower Saxony","48529","","52.43328","7.07545","N","N","N","Y","brewpub","Brewpub","DE","","Germany","DEU","276","","","",""
"9x7wNn","Grafton Winery & Brewhaus","","http://www.thegraftonwinery.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","300 W Main St","Grafton","Illinois","62037","618-786-3001","38.9698945","-90.4394873","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"vBKH72","Grain Station Brew Works","Grain Station Brew Works is Oregon's FIRST Community Supported Brewery (CSB). Located in Beautiful and Historic McMinnville, Oregon, the center point of Oregon wine country where we enjoy superb local cuisine and word class wine.    We are proud to be located in a community that supports local business and agriculture. With several CSA's (Community Supported Agriculture) already calling the area home, our CSB will give it's members a sense of pride and ownership in being part of a locally focused business that they can enjoy.    Many craft breweries have started in recent years with brewers experimenting in their garage. What makes GSBW special is that we bring over 24 years of professional brewing experience to a small, warm and inviting local community.    We're not wealthy individuals laying down large amounts of cash to build an empire. We're two local Oregonians with backgrounds in brewing and agriculture, combining with a goal to create the Best Beer Experience in the region!","http://www.grainstation.com/index.html","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/9VRts9/upload_e6i3gh-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/9VRts9/upload_e6i3gh-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/9VRts9/upload_e6i3gh-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-11 11:43:02","755 NE Alpine Ave","McMinnville","Oregon","97128","(503) 687-2739","45.2127231","-123.1894681","N","N","N","Y","brewpub","Brewpub","US","2013","United States","USA","","Mon:  11:30am - 10:00pm Tue:  11:30am - 10:00pm Wed:  11:30am - 10:00pm Thu:  11:30am - 10:00pm Fri:  11:30am - 11:00pm Sat:  11:30am - 11:00pm Sun:  11:30am - 9:00pm  ","","",""
"Lli3HQ","Grainfed Brewing Company","Beer Farmer, Lachlan Macbean agricultural school graduate, aims to bring the four components of a healthy lifestyle, water, grains, hops, and yeast together in a glass of fermented liquid delight.   Currently brewing the beer on contract, Lachlan looks forward to the day all his brewing will be done on his own system.       Lachlan has 5 years of professional brewing experience, and over 20 years of homebrewing research and development up his sleeve, and he always tells people it is a craft that must be practised and  mastered.    He has completed a Graduate Certificate in Brewing at the University of Ballarat, but Lachlan will assure you, the learning is life long, every brew brings new knowledge, experience and passion.      Lachlan is an International Beer Judge having been invited to judge at the World Beer Cup in San Diego in 2012, the New Zealand International Beer Awards from 2009-2012, and the Australian International Beer Awards 2009/10.       Lachlan was awarded the Young Brewer of the Year Award at the Australasian Brewers and Distillers Guild Meeting in 2006.","http://www.grainfedbrewing.com.au","","N","https://s3.amazonaws.com/brewerydbapi/brewery/7KBx3q/upload_m2dUdY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/7KBx3q/upload_m2dUdY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/7KBx3q/upload_m2dUdY-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Newcastle","New South Wales","","+61 400 483 743","-32.926689","151.7789205","Y","N","N","Y","micro","Micro Brewery","AU","","Australia","AUS","36","","","",""
"msXA7K","grainstorm","","","","N","","","","new_unverified","New, Unverified","2012-01-03 02:41:33","2014-10-31 23:36:04","","","","","","","","N","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"0MtSfA","Grand Bahama Brewing Company","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Logwood Road","","Freeport","42419","(242) 351-5191","26.5389054","-78.7045588","Y","N","Y","Y","micro","Micro Brewery","BS","","Bahamas","BHS","44","","","",""
"mGqkXE","Grand Canyon Brewing Company","","http://www.grandcanyonbrewingco.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/xcKkLh/upload_ZHM7H6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/xcKkLh/upload_ZHM7H6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/xcKkLh/upload_ZHM7H6-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","233 W. Route 66","Williams","Arizona","86046","928-635-2168","35.249954","-112.1891462","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"aWY92l","Grand Junction Brewing Co.","Our goal is to produce the finest, handcrafted beer available. We will be located in downtown Westfield, Indiana.","http://www.grandjunctionbrewing.com","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-08-22 00:55:18","110 S. Union St.","Westfield","Indiana","46074","(317) 804-5168","40.042397","-86.127473","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"OaZYgf","Grand Lake Brewing Company","","http://www.grandlakebrewing.com","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-08-18 11:26:03","10863 Us Highway 34","Grand Lake","Colorado","80447","(970) 627-1711","40.203805","-105.86251","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"0uIMq6","Grand Rapids Brewing Company","In December of 1993, exactly one hundred years from the time of its original inception, the doors were open to the historically themed Grand Rapids Brewing Co. Now over a decade old, you can say that the Grand Rapids Brewing Co. has existed in three centuries: 1800s, 1900s, and the current century.    Enthusiasts continue to bring in glasses, pictures, and artifacts from the turn-of-the century brewery. One woman found half of the original sign that hung on the Ionia and Michigan Street building—as she was cleaning her great uncle's inherited barn. The sign was facing down and being used as a shelf.    In a different incident, the brewery was called by archeologists digging at a Michigan training camp for soldiers during the Spanish-American War. There, in what must have been their trash, were dozens of empty Silver Foam bottles.","http://grandrapidsbrewingcompany.com/","1993","N","https://s3.amazonaws.com/brewerydbapi/brewery/ruKE83/upload_ztymS4-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ruKE83/upload_ztymS4-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ruKE83/upload_ztymS4-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3689 28th St","Grand Rapids","Michigan","49512","616-285-5970","42.912825","-85.577383","N","N","Y","N","brewpub","Brewpub","US","1993","United States","USA","","","","","2012"
"VGvhcW","","","http://grbrewingcompany.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1 Ionia Ave","Grand Rapids","Michigan","49503","6164587000","42.9632582","-85.6702947","Y","N","N","Y","micro","Micro Brewery","GB","2013","United Kingdom","GBR","826","Sun - Thurs: 11:00 am - 12:00 am  Fri & Sat: 11:00 am - 2:00 am","","",""
"SAtbDP","Grand Ridge Brewery","The Grand Ridge Brewery is situated in a small country town in the Gippsland region of Victoria, in Australia, called Mirboo North. The site was chosen by Grand Ridge for its exceptional water quality for beer making, given its position on the top of the mountains in the Strzelecki ranges. After extensive product testing to achieve the highest standards in pure beer, Grand Ridge commenced brewing in June 1989.         Grand Ridge is at the top of the list in high quality beers. All the beers are produced to exceptionally high standards of flavour and purity, with no added chemicals or preservatives.  This typically results in a far less severe hangover, if any at all.    At Grand Ridge the quality of the beer is never compromised. The mission at Grand Ridge is always to make the best beer in the world. Grand Ridge is a 100% Australian, family owned company.    The quality of the Grand Ridge beers has been recognized with over 160 Australian and International beer awards. In 2002 at the Australian and International beer Awards Grand Ridge won 29 medals. This was more than any other brewery in the world including all 19 countries represented.    In 2003 Grand Ridge won 21 medals including 6 best of class winners (double any other brewery in the world). In 2002, 2003 and 2005 Grand Ridge won Victoria's best beer for the Premiers Trophy along with 62 other international medals. Grand Ridge has won the title for Australia's best Lager, Ale, Dark, Stout, Wheat and Light beer categories. This trend has continued through to 2011 where Grand Ridge won 12 more International medals.         Grand Ridge was chosen to be the exclusive beer supplier for the Royal Melbourne Show in 2007 and 2008 and is currently the preferred supplier to the Melbourne Convention and Exhibition Centre.","http://www.grand-ridge.com.au/","1989","N","https://s3.amazonaws.com/brewerydbapi/brewery/XxRA3s/upload_UV7bgM-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XxRA3s/upload_UV7bgM-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XxRA3s/upload_UV7bgM-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1 Baromi Road","Mirboo North","Victoria","3781","03 5668 2222","-38.4009674","146.1627082","Y","N","N","Y","micro","Micro Brewery","AU","","Australia","AUS","36","","","",""
"dE1AzX","Grand River Brewing","Scenic craft brewery located in historic downtown Galt (Cambridge) with a regular selection of great tasting, traditional style beers under 5% abv. A year around selection of seasonal and specialty beers with varying strengths are also available.","http://grandriverbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/riOi2l/upload_sYJpyd-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/riOi2l/upload_sYJpyd-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/riOi2l/upload_sYJpyd-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","295 Ainslie Street South","Cambridge","Ontario","N1R 3L3","519-620-3233","43.3512482","-80.3133274","Y","N","N","Y","micro","Micro Brewery","CA","","Canada","CAN","124","","","",""
"ktCjOJ","Grand River Marketplace","The growth of craft breweries in the state of Michigan has been nothing short of magnificent, and Grand River Brewery is proud to be part of this great movement. The heart of our facility is a state of the art steam heated 15-barrel brewhouse, where our brewers take the utmost pride in constructing creative, honest, small batch, Ales and Lagers. Grand River Brewery uses only choice Midwestern malted barley, along with the finest local Michigan hops. The result is solid, fresh, handcrafted ales, for those who truly enjoy, and appreciate a fine beer.","http://www.grandrivermarketplace.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/EM1U5L/upload_qIEynd-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/EM1U5L/upload_qIEynd-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/EM1U5L/upload_qIEynd-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","117 W Louis Glick Hwy","Jackson","Michigan","49201","(517) 962-2427","42.249013","-84.407064","N","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Mon - Thu: 11:00 am - 10:00 pm  Fri - Sat: 11:00 am - 11:00 pm  Sun: 12:00 pm - 5:00 pm","","",""
