"id","name","website","established","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","description","images__icon","images__medium","images__large","locality","phone","hoursOfOperation","yearOpened","extendedAddress","mailingListUrl","yearClosed","isoCode"
"pcrctk","Sprecher Brewing Company","http://www.sprecherbrewery.com/","1985","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","701 West Glendale Avenue","Wisconsin","53209","43.100231","-87.919893","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Established in 1985, Sprecher is Milwaukee's Original Microbrewery. We brew over 20 different beers as well as 8 gourmet sodas, including our world famous Sprecher Root Beer.","https://s3.amazonaws.com/brewerydbapi/brewery/tgXJjJ/upload_UxtSeV-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tgXJjJ/upload_UxtSeV-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tgXJjJ/upload_UxtSeV-large.png","Glendale","414-964-2739","Mon - Sun: 11:00 am - 6:00 pm","1985","","","",""
"3yB4hK","Spree-Pension Gaststätte","http://www.pension-bautzen.eu/de/brauerei","2007","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Fischergasse 6","Bautzen","02625","51.179994","14.421181","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","","","","","","","","",""
"IAuDzy","Spreewälder Privatbrauerei 1788","http://www.spreewaldbrauerei.de/","1998","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Dorfstraße 53","Brandenburg","15910","52.07603","13.89486","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","","Schlepzig","","","","","","",""
"RwaR3B","Spring House Brewing Company","http://www.springhousebeer.com/","2006","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2519 Main St.","Pennsylvania","17516","39.9525","-76.329515","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Located in Conestoga, PA in the heart of Lancaster County.","https://s3.amazonaws.com/brewerydbapi/brewery/W0G7sk/upload_h98Shl-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/W0G7sk/upload_h98Shl-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/W0G7sk/upload_h98Shl-large.png","Conestoga","","","","","","",""
"yQQSln","Taproom","http://www.springhousebeer.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","25 West King Street","Pennsylvania","17603","40.038495","-76.306957","N","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","","","","","","Lancaster","(717) 399-4009","Mon: 4:00 pm - 12:00 am  Tue - Sat: 11:00 am - 12:00 am  Sun: 12:00 pm - 11:00 pm","","","","",""
"4GJFCc","Springfield Brewing Company","http://www.springfieldbrewingco.com/","1997","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","301-305 South Market","Missouri","65806","37.2078118","-93.2955934","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","An anchor to the re-birth of downtown Springfield since 1997, Springfield Brewing Company is a must-visit destination for beer and food enthusiasts traveling the area. Springfield Brewing Company is truly a wonderful facility, staffed with a great group of individuals. We bring together the finest brewing ingredients in one of the world’s best small brewing facilities to brew excellent beers. Local before local was cool, our kitchen matches our brewers passion for craft brewed beer with their made-from-scratch dishes with local products. We have no hatchet men or Madison Avenue suits on our staff; just a group of hard-working local business owners in search of excellence. Our mission is to brew inspired beer, produce excellent food, offer a superb facility while arming SBC with a personable staff. Cheers!","https://s3.amazonaws.com/brewerydbapi/brewery/8Jyw2B/upload_gnWSTS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/8Jyw2B/upload_gnWSTS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/8Jyw2B/upload_gnWSTS-large.png","Springfield","417-832-8277","Mon - Tue: 11:00 am - 11:00 pm  Wed - Thu: 11:00 am - 12:00 am  Fri: 11:00 am - 1:00 am  Sat: 7:00 am - 1:00 am  Sun: 7:00 am - 12:00 am","1997","","","",""
"ga23M3","Squam Brewing","http://www.squambrewing.com/","2010","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","118 Perch Pond Rd","New Hampshire","03245","43.751533","-71.610883","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Squam Brewing is a small, one barrel craft brewery operated out of a barn in Holderness, NH. We brew in a 55 gallon BoilerMaker kettle which we've retrofitted with two 5000 watt electric heating elements.  We ferment in 42 gallon stainless conicals (Blichmann Fermenators). Starting in August of 2010 we began selling our beer exclusively in 22 ounce bottles to stores in the Lakes Region.","https://s3.amazonaws.com/brewerydbapi/brewery/Ubu4S4/upload_woMhyV-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Ubu4S4/upload_woMhyV-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Ubu4S4/upload_woMhyV-large.png","Holderness","603-236-9705","","2010","","","",""
"ItkrVU","Square One Brewery & Distillery","http://www.squareonebrewery.com/","2006","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1727 Park Avenue","Missouri","63104","38.6168715","-90.2110754","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","The Square One Brewery & Distillery began operations as a brewery /restaurant in February of 2006. In August of 2008 Square One became the first microdistillery restaurant in the state of Missouri and one of the first in the country. We believe that our approach to the alcohol beverage program is unique and very different from that of other restaurants. We believe in crafting the products we serve whether it is spirits, beer or food. By combining the expertise of our distiller, our master brewer, and our chef we are committed to creating an amazing array of flavors and tastes for our customers.","https://s3.amazonaws.com/brewerydbapi/brewery/g6S9WB/upload_l9hvAq-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/g6S9WB/upload_l9hvAq-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/g6S9WB/upload_l9hvAq-large.png","St. Louis","314-231-2537","Mon - Sat: 11:00 am - 1:30 am  Sun: 10:00 am - 12:00 am","2006","","","",""
"vDTfev","Squatters Craft Beers","http://www.squatters.com/","1989","N","verified","Verified","2012-01-03 02:41:33","2014-09-11 10:27:47","147 West Broadway","Utah","84101","40.7625425","-111.8957198","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Although much has changed (now three locations and a microbrewery), we remain firmly dedicated to our original goal; provide our customers world-class handcrafted beer and food in a warm, friendly environment.    As Squatters grew we embraced the Triple Bottom Line philosophy of People Planet Profit. We source healthy ingredients and use environmentally friendly products and services from within our local eco-region. We develop long-term relationships with farmers, growers and suppliers so we know exactly what is, and is not, in the products we buy. We choose to support local non-profit organizations. We buy BlueSky wind power and are continuously working to reduce our carbon footprint.    We believe these and other practices contribute to a healthy community and environment, locally and globally, making our city a better place to live, work, and drink world-class Squatters beers.","https://s3.amazonaws.com/brewerydbapi/brewery/IQAxfc/upload_srvAUl-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/IQAxfc/upload_srvAUl-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/IQAxfc/upload_srvAUl-large.png","Salt Lake City","801-363-2739","Mon-Thu 11:00am to 12:00 Midnight  Fri 11:00am to 1:00am  Sat 10:30am to 1:00am  Sun 10:30am to 12:00 Midnight","1989","","","",""
"EfpGNo","Park City","http://www.squatters.com/","","","verified","Verified","2012-01-03 02:41:33","2014-09-11 10:24:49","1900 Park Avenue","Utah","84060","40.66091","-111.510628","N","N","N","N","restaurant","Restaurant/Ale House","US","United States","USA","","","","","","Park City","435-649-9868","Sunday - Thursday 8:00am to 10:00pm  Friday 8:00am to 11:00pm  Saturday 8:00am to 11:00pm","1989","","","",""
"qzY4XF","Salt Lake International Airport","http://www.squatters.com/","","","verified","Verified","2012-01-03 02:41:33","2014-09-11 10:23:31","Salt Lake International Airport","Utah","","40.7607793","-111.8910474","N","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","","","","","","Salt Lake City","801-575-2002","Daily 7:30am to 9:00pm","2000","Terminal 2 Concourse C","","",""
"XXCToM","St Clair Brown Winery & Brewery","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","California","","38.29886","-122.285219","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Napa","","","","","","",""
"9qvHxn","St Elias Brewing Company","http://www.steliasbrewingco.com/","2007","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","434 Sharkathmi Ave","Alaska","99669","60.4930996","-151.0404641","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","We are a brewpub located in Soldotna, AK. We specialize in handcrafted ales and stone fired pizza.    At St. Elias Brewing Company, we believe in handcrafting innovative, high quality, world class beers. Our beers match the personality of our business, fun and lively, yet historic and eclectic. Brewing on a 7 barrel brewhouse, we promise our product will arrive fresh in your glass, as beer was intended. Why should your beer travel across the country to your glass, when you can get one fresh from across the room?","https://s3.amazonaws.com/brewerydbapi/brewery/q3a5ty/upload_hqiOra-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/q3a5ty/upload_hqiOra-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/q3a5ty/upload_hqiOra-large.png","Soldotna","907-260-7837","SUMMER HOURS:  Sunday – Thursday 12pm-10pm  Friday & Saturday 12pm-11pm","","","","",""
"mAe67E","St Peter's Brewery","http://www.stpetersbrewery.co.uk","1996","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","St Peter's Hall","Suffolk","","52.45058","1.44284","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","826","","","","","Bungay","44-(01986)-782322","","","","","",""
"N5X45H","St Peters Brewery","http://www.stpetersbrewerysydney.com.au/","2000","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","15 May Street","New South Wales","2004","-33.9088303","151.1803146","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","36","We are an artisan brewery in Inner West Sydney specialising in high quality, hand crafted beers.    The goal of St Peters Brewery is to produce draft   and packaged beer products for the general market, within our neighbourhood, using environmentally sustainable methods, with the specific goal of high quality products with minimum environmental impact.","","","","St Peters","+61 (0) 2 9519 0191","","","","","",""
"AXcWvQ","St. Ambrose Cellars","http://www.stambrose-mead-wine.com","2010","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","971 S. Pioneer Rd.","Michigan","49617","44.6169574","-85.9978435","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Meadery/Winery in northern Michigan producing a full line of still meads 12% abv and draft meads 6.5% abv.","https://s3.amazonaws.com/brewerydbapi/brewery/3p6zRg/upload_FgKL4D-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3p6zRg/upload_FgKL4D-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3p6zRg/upload_FgKL4D-large.png","Beulah","(231) 882-4456","","","","","",""
"OUMuGf","St. Austell Brewery","http://www.staustellbrewery.co.uk/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","63 Trevarthian Road","Cornwall","PL25 4BY","50.3416267","-4.7882671","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","826","","","","","St. Austell","0845 2411122","","","","","",""
"0o5iQ6","St. Boniface Craft Brewing Company","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1701 West Main Street","Pennsylvania","17522","40.2001845","-76.2054859","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Saint Boniface Craft Brewing Co is a nano-brewery located in Ephrata, Pa. After years of brewing and competing with each other for kudos in their local community, Mike Price and Jon Northup decided to join forces and produce the best beer that we—using our combined brewing experience—could produce.    Saint Boniface is the name of the patron saint of brewers, the saint also associated with converting Germany to Christianity. St. Boniface saw the unconverted Saxons worshiping Thor and knew something must be done. The humble saint took an axe to the massive Thor Oak, which was sacred to the Saxons, in order to show them that his God was mightier than theirs. With fierce and repeated blows he leveled the massive tree; those around him feared God and were converted to Christianity.    The deed of Boniface provides an elegant analogy for our own mission at Saint Boniface Craft Brewing Co. Mike and Jon have witnessed many beer “pagans” worshiping the false gods of the big beer industry and see that it is time to take a Boniface-like swing at converting some of those people to a better way of life, one full of rich, tasty, more satisfying brews.","","","","Ephrata","717-721-1744","Thurs: 6:00 pm - 9:00 pm  Sat:	9:00 am - 4:00 pm","","Suite 401","","",""
