"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","phone","extendedAddress","numberCode","yearClosed","mailingListUrl"
"5KrWKp","Double Barley Brewing Company","Hand-crafted brews in Johnston County, NC","http://doublebarleybrewing.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/zwAzew/upload_aNCJGK-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/zwAzew/upload_aNCJGK-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/zwAzew/upload_aNCJGK-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3174 US Highway 70 Bypass","Wilson Mills","North Carolina","27593","Wed - Fri: 4:00 pm - 10:00 pm  Sat: 1:00 pm - 10:00 pm  Sun: 1:00 pm - 8:00 pm","35.578766","-78.353586","Y","N","N","Y","micro","Micro Brewery","US","2013","United States","USA","(919) 934-3433","","","",""
"LDb6oj","Double Dizzy Brewery","We started with a man and his dream. Our founder, Leigh loved sampling beers but felt that something was missing. After some encouragement from his friends, and a loving and understanding wife, he decided to start making his own. As it turned out, he was a natural Brewmaster. That was 3 years ago.     Today, the brewery has grown from a single pot on a stove, to a three vessel BCS system and continues to expand.     ﻿At Double Dizzy we’re passionate about making beer and drinking beer!","http://www.doubledizzy.net/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/R08ffC/upload_LMrD7p-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/R08ffC/upload_LMrD7p-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/R08ffC/upload_LMrD7p-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Butler Road","Amelia","Virginia","23002","","37.3522729","-77.896811","Y","N","N","Y","micro","Micro Brewery","US","2012","United States","USA","","","","",""
"SQe7dl","Double Horn Brewing Company","Double Horn Brewing is a family-friendly restaurant serving lunch, dinner and a kid's menu. Double Horn is also the only brewery in Burnet County.","http://www.doublehornbrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/y33DLv/upload_oQXhn0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/y33DLv/upload_oQXhn0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/y33DLv/upload_oQXhn0-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","208 Avenue H","Marble Falls","Texas","78654","Mon: 4:00 pm - 9:00 pm  Tue - Thu: 11:00 am - 9:00 pm  Fri - Sat: 11:00 am - 10:00 pm  Sun: 11:00 am - 9:00 pm","30.5710519","-98.2766861","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","512-762-3228","","","",""
"4kMvnC","Double Mountain Brewery","Matt Swihart and Charlie Devereux founded Double Mountain in 2007 with a clear mission: make great beer for craft beer fans. Ours is a ""brewers' brewery"", with an uncompromising focus on beer quality.     From the beginning, our goal was to make beers that we liked to drink. All of our beers are served up unfiltered and long-aged, to deliver maximum flavor and character. The beers can be very complex and assertive, but with the ultimate goal of proper balance. We aim to satisfy both the hardcore aficionados and the more casual craft beer fan, all in the same glass.     In June of 2013, Matt purchased Charlie's shares of Double Mountain, vowing to continue the good work the two partners created.","http://www.doublemountainbrewery.com/","2007","N","https://s3.amazonaws.com/brewerydbapi/brewery/WxtiJC/upload_tz4N7x-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/WxtiJC/upload_tz4N7x-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/WxtiJC/upload_tz4N7x-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","8 Fourth Street","Hood River","Oregon","97031","","45.7099797","-121.5144842","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","541-387-0042","","","","http://visitor.constantcontact.com/manage/optin/ea?v=001nxNUBQroFr3hjq6FYVwFkkyCOBhaGExXaxrZhqC8w77l41A-A2WhADmLcObiDpQkWRv_aW3ZWsS2PPug8oPv5xCH8VvV78Ga"
"BY7YBW","Double Take Brewing Company","Take a sip and do a Double Take!  This premium craft beer is sure to grab your attention and leave you wanting more.  Crafted with finesse and brought to you in style, Double Take beer flirts with balanced hops and malts to keep your palate aroused.    With just one taste, you'll know it's a head snapper!","http://doubletakebrewing.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/x6bRxw/upload_XWlgac-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/x6bRxw/upload_XWlgac-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/x6bRxw/upload_XWlgac-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","445 Saint Paul Street","Rochester","New York","14605","","43.164588","-77.615456","Y","N","N","N","micro","Micro Brewery","US","","United States","USA","415-475-4830","","","",""
"h45jwd","Doubleheart Brewing","Doubleheart evokes the love of all things that come in pairs in our life, Tara and I, our two dogs Jake and Shay and our love of both Chicago and Harbor Springs. Doubleheart’s beers are a reflection of these dualities.","http://www.doubleheartbrewing.com/","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/aMm1VM/upload_ZuvMcC-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/aMm1VM/upload_ZuvMcC-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/aMm1VM/upload_ZuvMcC-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3018 N Oakley Ave","Chicago","Illinois","60618","","41.936447","-87.685905","Y","N","N","Y","micro","Micro Brewery","US","2009","United States","USA","","","","",""
"JNoY64","Down Easy Brewing","There are few enemies on a porch swing, and there are no strangers in a bar. Slide up with a few friends because good beer goes Down Easy!","http://www.downeasybrewing.com/","2010","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Houston","Texas","","","29.76045","-95.369784","Y","N","N","Y","micro","Micro Brewery","US","2010","United States","USA","","","","",""
"yTHtbR","Downeast Cider House","Downeast Cider House was founded by Ross Brockman and Tyler Mosher during their senior year of college. Through their travels abroad, they took notice of the large presence of hard cider in bars, restaurants, and liquor stores. Upon evaluating the disappointing landscape of hard cider in the United States, Ross and Tyler have made it their goal to build New England's first and largest craft hard cider company, and restore hard cider to its rightful place in American culture.    Downeast Cider House currently produces one type of cider, Original Blend. The Original Blend is made from freshly pressed Maine apples because we believe in making the best product we possibly can, while also supporting local agriculture. We use Red Delicious, McIntosh, Cortland, and Gala apples in our cider. The Original Blend, currently packaged in kegs, is distributed through Pine State Trading Company (Northern Maine), Nappi Distributors.(Portland and Southern Maine), L. Knife & Sons (South Shore Mass), Seaboard Products (North Shore Mass), and Craft Brewers Guild (Mass minus north and south shores)","http://www.downeastcider.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/gZYGbL/upload_l715pj-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gZYGbL/upload_l715pj-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gZYGbL/upload_l715pj-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","200 Terminal Street","Charlestown","Massachusetts","02129","","42.383121","-71.0500472","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","(207) 200-7332","","","",""
"vhXMFV","Downtown Brewing Co","","http://www.downtownbrew.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1119 Garden St","San Luis Obispo","California","93401","","35.2790823","-120.6633347","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","805-543-1843","","","",""
"AKyyYN","Downtown Joes Brewery and Restaurant","","http://www.downtownjoes.com/","1993","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","902 Main Street","Napa","California","94559","","38.298781","-122.284801","Y","N","N","Y","brewpub","Brewpub","US","1993","United States","USA","707-258-2337","","","",""
"mehmho","Doylestown Brewing Co","Doylestown Brewing Company at first wanted to brew a specialty beer for a event which is held every year by the Doylestown Porch Society called Rib Feast. But soon we realized that the Doylestown bars, pubs and restaurants needed a local flavor and style they could call their own.    DBC opened its corporate office on Union St right here in downtown Doylestown and it soon became clear and obvious choice for the name of our Flagship IPA, Union St IPA.     DBC is making the finest craft beers, and we plan on putting a brand and style that is a bit different than most. With flavors like Fountain House Light, R5 Lager and Union St you are sure to find a style and flavor that you will think has been specially brewed for you","http://doylestownbrewingcompany.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/LtaJUb/upload_PC6H3h-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/LtaJUb/upload_PC6H3h-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/LtaJUb/upload_PC6H3h-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","63 Mary Street","Doylestown","Pennsylvania","18901","","40.308505","-75.131956","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","267-614-1589","","","",""
"DXRyuX","Draai Laag Brewing Company","Traditionally, all goods were made or sold locally.  Butchers, bakers, farmers and even brewers, made their products for local consumption.    Founded in 2009, Draai Laag began as a way to introduce beer with creative flavors into the market, offering a bit of variety in a world of Pilsners, Pales Ales and Porters.    Here at Draai Laag we use old world methods, such as bottle conditioning by aging our ales on lees.  We brew in small batches and use several strains of yeast to produce our beers.   The drinker may notice slight nuances from batch to batch.  But, you will find that all our ales are aged and, just like a fine wine, can be laid down for extended periods.   This results in a unique drinking experience each time a bottle is opened.    Here at Draai Laag we like to cater to those that want something respectful of tradition, but ultimately different.  Those who are not satisfied drinking the norm.  Most importantly, we get our biggest enjoyment and fulfillment not from profit, but from your smile after the first sip.    This company was built on the dream of doing what we love and following our passion.  For those who understand us, we thank you and hope you enjoy what we have to contribute.","http://www.draailaag.com/","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/vdiLuR/upload_k7qurc-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/vdiLuR/upload_k7qurc-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/vdiLuR/upload_k7qurc-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","501 East Ohio Street","Millvale","Pennsylvania","15209","","40.4785011","-79.9685079","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"aDE9V0","Draft Line Brewing","Draft Line Brewing Co. was founded by Scott Palmieri and Scott Wood.     Sharing a passion for great beer, we began like most home-brewers several years ago brewing five gallon increments in the Palmieri family kitchen. Soon enough we realized that we needed to make a lot more beer. The home-brew setup morphed into 40 gallon increments...     Once the operation began to resemble a nano-brewey we decided to forge ahead with creating a microbrewery in the heart of North Carolina.     We like getting friends together and having a great time. Let us share our vision for what a great beer can be -- stop by our taproom in historic Fuquay-Varina, NC, now open!","http://www.draftlinebrewing.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/GB60WF/upload_oLOwmA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/GB60WF/upload_oLOwmA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/GB60WF/upload_oLOwmA-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","341 Broad Street","Fuquay-Varina","North Carolina","27526","Wed-Thurs: 4PM-10PM,   Fri: 4PM-11PM,  Sat: Noon-11PM,   Sun: 1PM-8PM","35.5952588","-78.7969578","Y","N","N","Y","micro","Micro Brewery","US","2014","United States","USA","","Suite 151","","",""
"0a0nmv","Dragas Brewing","","http://www.dragasbrewing.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/0a0nmv/upload_ZKq8iU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/0a0nmv/upload_ZKq8iU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/0a0nmv/upload_ZKq8iU-large.png","verified","Verified","2014-10-06 18:04:37","2014-10-06 18:04:37","","","","","","","","","","","","","","","","","","","","","",""
"OyQarF","Dragonmead Microbrewery","We strive to offer 35-45 different styles of beer on tap in our pub, including nitrogen-dispensed beers and two cask ales. We source all of our ingredients for each beer style from the country of origin. Our draft and bottle distribution market includes the entire state of Michigan. Final Absolution (Belgian Style Trippel) is our flagship and our most award winning beer. Our brew house is a three barrel system from Heavy Duty Products in Ontario, Canada. Last year we produced 2,400 barrels of beer. We also serve a small selection of meads and wines in our pub.  In November of 2013 we installed a brand new 20 barrel brew house fabricated by Craftwerk located in Michigan.  This new system will help us meet the growing demand in our state.","http://dragonmead.com/","1998","N","https://s3.amazonaws.com/brewerydbapi/brewery/9HcWSd/upload_X8pGpG-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/9HcWSd/upload_X8pGpG-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/9HcWSd/upload_X8pGpG-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","14600 East Eleven Mile Road","Warren","Michigan","48089","","42.493159","-82.9741767","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","586-776-9428","","","",""
